order_id,customer_id,customer_name,customer_email,product_id,product_name,category,brand,price,quantity,total_amount,discount_percent,order_date,shipping_address,city,state,country,payment_method,order_status,customer_age
ORD-1667,CUST-0032,Daniel Garcia,daniel.garcia@email.com,PROD-9881,Samsung Galaxy S23,Electronics,Samsung,1172.1,2,2344.2,25.0,2023-08-08,3830 Oak Ave,San Antonio,TX,Canada,Debit Card,Processing,44
ORD-2075,CUST-0137,Michael Harris,michael.harris@email.com,PROD-6493,Sneakers,Clothing,Zara,162.28,5,811.4,20.0,2024-02-08,276 Oak Ave,Charlotte,NC,Germany,Bank Transfer,Pending,41
ORD-2173,CUST-0079,John Gonzalez,john.gonzalez@email.com,PROD-6239,iPhone 14,Electronics,,1490.14,5,7450.7,,2023-08-28,3471 Elm St,Fort Worth,TX,Australia,Apple Pay,Shipped,72
ORD-1937,CUST-0125,Paul Thompson,paul.thompson@email.com,PROD-4710,Machine Learning,Books,No Starch Press,50.24,3,150.72,10.0,2023-06-09,3778 Main St,Indianapolis,IN,Germany,Apple Pay,Pending,26
ORD-1868,CUST-0271,Matthew Harris,matthew.harris@email.com,PROD-6153,Toy Car,Toys,LEGO,53.31,2,106.62,0.0,2024-02-27,3910 Main St,Charlotte,NC,Canada,Credit Card,Processing,42
ORD-1412,CUST-0259,Jennifer White,jennifer.white@email.com,PROD-7250,Shorts,Clothing,Gap,94.07,1,94.07,10.0,2025-01-21,2978 Park Rd,Seattle,WA,Canada,Debit Card,Cancelled,36
ORD-1040,CUST-0260,William Clark,,PROD-9023,Lipstick,Beauty,Neutrogena,130.87,4,523.48,10.0,2024-04-27,5372 Oak Ave,Seattle,WA,Germany,PayPal,Processing,72
ORD-1031,CUST-0062,Angela Miller,angela.miller@email.com,PROD-8934,Sunscreen,Beauty,Nivea,47.26,5,236.3,20.0,2025-01-23,4953 Oak Ave,San Jose,CA,USA,Bank Transfer,Shipped,63
ORD-1243,CUST-0101,Kimberly Martin,kimberly.martin@email.com,PROD-8047,Yoga Mat,Sports,,110.56,5,552.8,,2025-04-09,3220 Park Rd,Columbus,OH,Australia,Bank Transfer,Processing,67
ORD-1463,CUST-0043,Anthony Thompson,anthony.thompson@email.com,PROD-1047,Yoga Mat,Sports,Nike,76.92,1,76.92,15.0,2023-10-06,6012 Oak Ave,Houston,TX,USA,Bank Transfer,Cancelled,72
ORD-1137,CUST-0080,Kimberly Hernandez,kimberly.hernandez@email.com,PROD-4910,Face Cream,Beauty,MAC,16.22,1,16.22,0.0,2024-08-29,2977 Main St,Los Angeles,CA,UK,Credit Card,Shipped,28
ORD-2009,CUST-0075,Paul Davis,paul.davis@email.com,PROD-2522,Data Science Handbook,Books,Pearson,55.36,1,55.36,,2023-11-24,1448 Oak Ave,San Antonio,TX,Germany,Credit Card,Processing,65
ORD-1959,CUST-0200,Jessica Martinez,jessica.martinez@email.com,PROD-3911,LEGO Set,Toys,LEGO,61.3,5,306.5,15.0,2024-08-17,5239 Second Ave,Indianapolis,IN,Australia,Bank Transfer,Cancelled,36
ORD-1004,CUST-0237,Christopher Rodriguez,christopher.rodriguez@email.com,PROD-1917,Sunscreen,Beauty,Nivea,40.52,1,40.52,15.0,2024-02-21,9392 Elm St,Chicago,IL,Canada,Bank Transfer,Shipped,43
ORD-1714,CUST-0300,Mark Taylor,mark.taylor@email.com,PROD-6974,Action Figure,Toys,LEGO,14.32,2,28.64,,2023-11-01,920 Park Rd,Chicago,IL,Germany,Credit Card,Processing,46
ORD-2110,CUST-0214,David Miller,david.miller@email.com,PROD-1339,Dress,Clothing,H&M,108.08,5,540.4,15.0,2024-10-03,9248 First St,Los Angeles,CA,Germany,Credit Card,Processing,61
ORD-2053,CUST-0226,Emily Jackson,emily.jackson@email.com,PROD-1088,Kitchen Knife Set,Home & Garden,Cuisinart,281.47,5,1407.35,,2024-07-03,,Austin,TX,UK,Bank Transfer,Processing,70
ORD-1416,CUST-0085,Paul Wilson,paul.wilson@email.com,PROD-7272,Business Strategy,Books,No Starch Press,51.03,4,204.12,25.0,2023-08-22,5742 Oak Ave,Houston,TX,Germany,Bank Transfer,Shipped,43
ORD-1847,CUST-0128,Angela Rodriguez,angela.rodriguez@email.com,PROD-6119,Coffee Maker,Home & Garden,Dyson,97.05,4,388.2,,2024-12-17,2718 Park Rd,Austin,TX,USA,Apple Pay,Shipped,44
ORD-1766,CUST-0276,Mark Lopez,mark.lopez@email.com,PROD-6790,Sunscreen,Beauty,L'Oreal,52.42,1,52.42,20.0,2025-03-14,1493 Second Ave,San Jose,CA,UK,PayPal,Processing,52
ORD-1944,CUST-0097,Jane Martinez,jane.martinez@email.com,PROD-7007,Python Programming,Books,Pearson,76.31,2,152.62,20.0,2025-02-05,3068 First St,Dallas,TX,Australia,Bank Transfer,Shipped,26
ORD-1315,CUST-0059,Melissa Anderson,melissa.anderson@email.com,PROD-8857,Gaming Mouse,Electronics,Samsung,729.01,3,2187.03,,2024-08-17,5091 Main St,Indianapolis,IN,UK,Credit Card,Shipped,62
ORD-1498,CUST-0175,Robert Clark,robert.clark@email.com,PROD-6109,Basketball,Sports,Wilson,218.38,2,436.76,0.0,2023-10-03,7512 Second Ave,San Diego,CA,UK,Apple Pay,Shipped,30
ORD-1320,CUST-0228,Ashley Moore,ashley.moore@email.com,PROD-8794,Puzzle,Toys,Hasbro,94.52,3,283.56,25.0,2024-10-07,1492 Main St,Houston,TX,Australia,PayPal,Cancelled,55
ORD-2189,CUST-0257,Andrew White,andrew.white@email.com,PROD-1982,Business Strategy,Books,McGraw-Hill,24.67,2,49.34,,2023-07-24,1675 First St,San Francisco,CA,Germany,Apple Pay,Completed,52
ORD-1377,CUST-0184,Christopher Garcia,christopher.garcia@email.com,PROD-4162,LEGO Set,Toys,LEGO,50.01,2,100.02,10.0,2025-04-18,5067 Elm St,Jacksonville,FL,Canada,PayPal,Shipped,41
ORD-1006,CUST-0271,William Moore,william.moore@email.com,PROD-9798,iPad Air,Electronics,HP,1514.21,3,4542.63,,2024-08-10,,Philadelphia,PA,Australia,Bank Transfer,Processing,50
ORD-1101,CUST-0236,Amanda Jones,amanda.jones@email.com,PROD-7869,Face Cream,Beauty,L'Oreal,95.32,1,95.32,0.0,2023-09-03,897 Oak Ave,Los Angeles,CA,Australia,Credit Card,Cancelled,52
ORD-2046,CUST-0106,James Miller,james.miller@email.com,PROD-6868,Kitchen Knife Set,Home & Garden,KitchenAid,311.78,2,623.56,15.0,2024-10-20,,San Francisco,CA,Germany,Credit Card,Pending,51
ORD-1788,CUST-0076,Melissa Perez,melissa.perez@email.com,PROD-6648,Toy Car,Toys,Fisher-Price,46.62,1,46.62,5.0,2023-06-07,1709 Elm St,Seattle,WA,Australia,PayPal,Shipped,38
ORD-1630,CUST-0169,Sarah Martinez,sarah.martinez@email.com,PROD-5154,LEGO Set,Toys,Fisher-Price,42.27,3,126.81,5.0,2024-03-01,4411 Oak Ave,Charlotte,NC,USA,PayPal,Processing,53
ORD-1835,CUST-0171,Michael Johnson,michael.johnson@email.com,PROD-9062,Machine Learning,Books,No Starch Press,31.02,4,124.08,25.0,2023-12-10,3077 Park Rd,New York,NY,USA,Apple Pay,Processing,46
ORD-1175,CUST-0155,Melissa Perez,melissa.perez@email.com,PROD-3248,Dumbbell Set,Sports,Under Armour,137.27,1,137.27,20.0,2023-09-20,8254 Oak Ave,San Jose,CA,USA,Apple Pay,Shipped,71
ORD-1585,CUST-0273,Donald Garcia,donald.garcia@email.com,PROD-2288,Web Development,Books,O'Reilly,54.2,5,271.0,0.0,2023-12-21,5266 First St,Indianapolis,IN,UK,Debit Card,Completed,55
ORD-1333,CUST-0161,James Clark,james.clark@email.com,PROD-2751,Vacuum Cleaner,Home & Garden,KitchenAid,108.2,3,324.6,10.0,2025-01-15,1950 Park Rd,Los Angeles,CA,Australia,Apple Pay,Cancelled,33
ORD-1228,CUST-0010,David Johnson,david.johnson@email.com,PROD-3049,Samsung Galaxy S23,Electronics,Apple,1444.63,1,1444.63,5.0,2023-06-07,5204 First St,San Francisco,CA,Canada,Bank Transfer,Cancelled,20
ORD-1430,CUST-0223,David Lee,david.lee@email.com,PROD-9006,T-Shirt,Clothing,Nike,71.0,5,355.0,25.0,2024-06-10,6360 Park Rd,Chicago,IL,Australia,Debit Card,Pending,
ORD-1544,CUST-0105,Jessica Jackson,jessica.jackson@email.com,PROD-5833,Dining Table,Home & Garden,Cuisinart,461.05,1,461.05,15.0,2024-10-09,4662 Elm St,Dallas,TX,USA,Credit Card,Pending,65
ORD-1661,CUST-0011,Michelle Perez,michelle.perez@email.com,PROD-3211,Python Programming,Books,,53.68,4,214.72,0.0,2025-04-06,1461 Park Rd,San Antonio,TX,UK,Apple Pay,Cancelled,
ORD-1406,CUST-0220,Sarah Davis,sarah.davis@email.com,PROD-6182,Machine Learning,Books,,10.84,2,21.68,0.0,2025-03-26,1203 Oak Ave,Dallas,TX,Germany,Debit Card,Pending,49
ORD-1067,CUST-0173,Andrew Harris,andrew.harris@email.com,PROD-3713,Tennis Racket,Sports,Adidas,221.93,1,221.93,25.0,2024-01-21,7455 Oak Ave,Charlotte,NC,Germany,Apple Pay,Shipped,69
ORD-1068,CUST-0100,Amanda Perez,amanda.perez@email.com,PROD-9240,Kitchen Knife Set,Home & Garden,Dyson,275.54,2,551.08,20.0,2023-10-11,6181 Second Ave,Dallas,TX,USA,Credit Card,Processing,36
ORD-1343,CUST-0252,Steven Jones,steven.jones@email.com,PROD-1895,Perfume,Beauty,L'Oreal,40.64,1,40.64,5.0,2025-05-14,8208 Main St,Charlotte,NC,Australia,Debit Card,Pending,53
ORD-1212,CUST-0254,Daniel Smith,daniel.smith@email.com,PROD-9365,Sunscreen,Beauty,MAC,81.25,2,162.5,25.0,2023-06-28,2679 Main St,Jacksonville,FL,Canada,Bank Transfer,Cancelled,43
ORD-1043,CUST-0299,Anthony Taylor,anthony.taylor@email.com,PROD-7485,Data Science Handbook,Books,McGraw-Hill,19.16,3,57.48,0.0,2023-06-01,1738 Main St,Charlotte,NC,Germany,Apple Pay,Shipped,26
ORD-1694,CUST-0252,Jane Thomas,jane.thomas@email.com,PROD-7288,MacBook Pro,Electronics,HP,1518.19,1,1518.19,20.0,2025-02-16,6325 Main St,Jacksonville,FL,Australia,Debit Card,Completed,52
ORD-1669,CUST-0007,Angela Perez,angela.perez@email.com,PROD-2080,Dumbbell Set,Sports,Under Armour,179.38,3,538.14,25.0,2024-09-25,8113 Park Rd,Jacksonville,FL,Australia,Apple Pay,Shipped,28
ORD-1300,CUST-0001,Anna Lee,anna.lee@email.com,PROD-7978,Lipstick,Beauty,,114.91,5,574.55,5.0,2025-04-23,998 Second Ave,Chicago,IL,Germany,Bank Transfer,Completed,41
ORD-1621,CUST-0135,Michael Sanchez,michael.sanchez@email.com,PROD-4722,Face Cream,Beauty,Neutrogena,146.46,1,146.46,,2025-05-21,5130 First St,San Jose,CA,Canada,Debit Card,Processing,23
ORD-1782,CUST-0288,Mark Lewis,mark.lewis@email.com,PROD-1661,Dress,Clothing,Gap,36.43,3,109.29,0.0,2024-11-13,3989 First St,Charlotte,NC,Canada,Apple Pay,Processing,20
ORD-2094,CUST-0158,Jane Lopez,jane.lopez@email.com,PROD-2297,Perfume,Beauty,MAC,107.39,4,429.56,10.0,2025-04-17,4556 Second Ave,New York,NY,Canada,Apple Pay,Shipped,73
ORD-1452,CUST-0086,Jennifer Rodriguez,jennifer.rodriguez@email.com,PROD-1997,Sneakers,Clothing,Nike,161.96,2,323.92,15.0,2024-10-10,2811 First St,Seattle,WA,Germany,Apple Pay,Cancelled,42
ORD-1863,CUST-0220,William Martinez,william.martinez@email.com,PROD-4225,Web Development,Books,McGraw-Hill,69.19,1,69.19,,2023-12-07,8902 Second Ave,Phoenix,AZ,Australia,Debit Card,Processing,23
ORD-2157,CUST-0119,Mark Martinez,mark.martinez@email.com,PROD-5783,Lipstick,Beauty,MAC,45.4,4,181.6,10.0,2023-06-17,7100 Park Rd,San Diego,CA,Australia,Credit Card,Completed,26
ORD-1821,CUST-0002,Emily Jackson,emily.jackson@email.com,PROD-8677,Samsung Galaxy S23,Electronics,Apple,1531.5,4,6126.0,5.0,2024-10-06,9247 Second Ave,Austin,TX,Canada,PayPal,Shipped,69
ORD-1595,CUST-0177,Mark Jones,mark.jones@email.com,PROD-8951,Dumbbell Set,Sports,Under Armour,201.55,5,1007.75,15.0,2024-06-14,5167 Oak Ave,New York,NY,USA,PayPal,Shipped,67
ORD-1480,CUST-0192,Emily Moore,emily.moore@email.com,PROD-8168,Tennis Racket,Sports,Spalding,197.55,5,987.75,0.0,2023-08-20,6838 Main St,Houston,TX,USA,Debit Card,Processing,24
ORD-2139,CUST-0213,Christopher Lopez,christopher.lopez@email.com,PROD-5957,Samsung Galaxy S23,Electronics,Samsung,557.02,5,2785.1,15.0,2024-03-21,3404 Oak Ave,New York,NY,Canada,Apple Pay,Cancelled,45
ORD-1651,CUST-0258,Steven Miller,steven.miller@email.com,PROD-3503,Lipstick,Beauty,L'Oreal,56.47,3,169.41,10.0,2024-09-07,2608 Park Rd,San Antonio,TX,USA,Apple Pay,Completed,58
ORD-1941,CUST-0242,John Moore,john.moore@email.com,PROD-2127,LEGO Set,Toys,Playmobil,33.5,3,100.5,5.0,2024-02-12,1486 Main St,Austin,TX,Australia,PayPal,Processing,21
ORD-1274,CUST-0287,Paul Lopez,paul.lopez@email.com,PROD-7460,Python Programming,Books,Pearson,53.77,4,215.08,15.0,2024-12-01,3183 Second Ave,San Antonio,TX,Canada,Debit Card,Pending,27
ORD-1969,CUST-0105,Jessica Martin,jessica.martin@email.com,PROD-5471,Yoga Mat,Sports,Wilson,207.93,1,207.93,25.0,2024-03-23,468 First St,Phoenix,AZ,Germany,Bank Transfer,Cancelled,57
ORD-1238,CUST-0167,Anna Lopez,anna.lopez@email.com,PROD-9940,Perfume,Beauty,MAC,38.38,5,191.9,10.0,2024-05-25,103 Elm St,Charlotte,NC,Australia,Credit Card,Pending,51
ORD-1440,CUST-0041,Michael White,michael.white@email.com,PROD-5684,Samsung Galaxy S23,Electronics,,1130.61,4,4522.44,0.0,2024-07-30,8537 Elm St,Indianapolis,IN,Canada,Apple Pay,Completed,57
ORD-1003,CUST-0186,Anthony Miller,anthony.miller@email.com,PROD-2308,iPad Air,Electronics,Samsung,1717.87,1,1717.87,15.0,2025-03-03,3532 Elm St,Jacksonville,FL,Canada,Bank Transfer,Completed,28
ORD-1007,CUST-0153,Paul Lee,paul.lee@email.com,PROD-9838,Jeans,Clothing,Zara,191.4,5,957.0,20.0,2024-04-18,6047 Park Rd,San Francisco,CA,USA,PayPal,Completed,54
ORD-1312,CUST-0062,Steven Rodriguez,steven.rodriguez@email.com,PROD-8873,Sony Headphones,Electronics,HP,1152.87,3,3458.61,15.0,2025-05-02,9525 Main St,Houston,TX,UK,Bank Transfer,Shipped,27
ORD-2048,CUST-0161,Robert Perez,robert.perez@email.com,PROD-8761,Web Development,Books,,45.01,4,180.04,10.0,2024-05-09,1361 Second Ave,Dallas,TX,Canada,Credit Card,Shipped,51
ORD-1586,CUST-0181,Anthony Wilson,anthony.wilson@email.com,PROD-9041,LEGO Set,Toys,Mattel,99.07,4,396.28,5.0,2024-06-13,3562 Main St,Houston,TX,USA,Apple Pay,Pending,28
ORD-1534,CUST-0133,William Smith,william.smith@email.com,PROD-4846,Board Game,Toys,Playmobil,41.48,1,41.48,0.0,2024-10-27,9444 Park Rd,Chicago,IL,Canada,Debit Card,Completed,74
ORD-1632,CUST-0196,Robert Rodriguez,robert.rodriguez@email.com,PROD-6923,Bed Sheets,Home & Garden,Dyson,383.52,2,767.04,0.0,2023-12-03,9282 Park Rd,San Jose,CA,Germany,Apple Pay,Processing,57
ORD-1216,CUST-0098,Michelle White,michelle.white@email.com,PROD-4323,Shampoo,Beauty,MAC,126.56,5,632.8,0.0,2023-09-22,8971 Main St,Chicago,IL,Australia,Debit Card,Pending,49
ORD-1454,CUST-0143,Brenda Jones,brenda.jones@email.com,PROD-4441,LEGO Set,Toys,Hasbro,58.11,1,58.11,25.0,2025-01-31,9099 Park Rd,Jacksonville,FL,UK,PayPal,Cancelled,36
ORD-1028,CUST-0007,Anna Wilson,anna.wilson@email.com,PROD-8533,Dell Laptop,Electronics,Dell,1429.25,4,5717.0,20.0,2025-03-19,8917 First St,Dallas,TX,Germany,Debit Card,Cancelled,55
ORD-2177,CUST-0185,Emily Martin,emily.martin@email.com,PROD-2510,Sneakers,Clothing,H&M,76.9,2,153.8,15.0,2024-06-05,4482 First St,Austin,TX,Germany,Debit Card,Shipped,33
ORD-1804,CUST-0096,Lisa Lee,lisa.lee@email.com,PROD-6905,Python Programming,Books,McGraw-Hill,62.89,4,251.56,20.0,2024-04-26,,Charlotte,NC,Germany,Credit Card,Shipped,52
ORD-1391,CUST-0034,Emily Taylor,emily.taylor@email.com,PROD-8607,Sunscreen,Beauty,MAC,33.42,3,100.26,15.0,2024-10-10,9667 Elm St,San Francisco,CA,UK,Credit Card,Shipped,30
ORD-2139,CUST-0213,Christopher Lopez,christopher.lopez@email.com,PROD-5957,Samsung Galaxy S23,Electronics,Samsung,557.02,5,2785.1,15.0,2024-03-21,3404 Oak Ave,New York,NY,Canada,Apple Pay,Cancelled,45
ORD-1491,CUST-0038,Robert Perez,robert.perez@email.com,PROD-6220,Shorts,Clothing,Zara,142.33,3,426.99,20.0,2024-04-16,,San Diego,CA,Germany,Bank Transfer,Processing,31
ORD-2040,CUST-0039,Paul Smith,paul.smith@email.com,PROD-2168,T-Shirt,Clothing,Adidas,84.76,3,254.28,25.0,2024-12-06,4115 Oak Ave,Fort Worth,TX,UK,Apple Pay,Pending,53
ORD-1760,CUST-0069,Jane Brown,jane.brown@email.com,PROD-5909,Shampoo,Beauty,MAC,126.53,4,506.12,0.0,2023-11-01,,San Francisco,CA,Australia,Bank Transfer,Completed,61
ORD-1555,CUST-0049,Kimberly Garcia,kimberly.garcia@email.com,PROD-7606,Dining Table,Home & Garden,Cuisinart,317.83,4,1271.32,20.0,2024-01-16,5202 Elm St,Los Angeles,CA,Australia,Bank Transfer,Shipped,
ORD-1355,CUST-0148,Angela Miller,angela.miller@email.com,PROD-6557,Vacuum Cleaner,Home & Garden,West Elm,462.82,4,1851.28,,2024-03-18,6002 First St,Fort Worth,TX,Australia,PayPal,Processing,62
ORD-2069,CUST-0007,Jennifer Thompson,jennifer.thompson@email.com,PROD-7716,Vacuum Cleaner,Home & Garden,,214.29,3,642.87,10.0,2023-07-15,1193 First St,Jacksonville,FL,Australia,Bank Transfer,Completed,
ORD-1931,CUST-0174,Donald Jackson,donald.jackson@email.com,PROD-7888,Basketball,Sports,Spalding,118.68,2,237.36,25.0,2024-12-28,1602 Elm St,San Jose,CA,Canada,Debit Card,Pending,19
ORD-1257,CUST-0256,Kimberly Sanchez,,PROD-8795,Vacuum Cleaner,Home & Garden,Cuisinart,240.53,4,962.12,,2025-01-26,4656 Second Ave,New York,NY,Canada,Apple Pay,Shipped,
ORD-1292,CUST-0193,Steven Garcia,,PROD-2461,Coffee Maker,Home & Garden,,360.7,5,1803.5,15.0,2025-05-02,4539 Second Ave,San Francisco,CA,Canada,Debit Card,Cancelled,29
ORD-1026,CUST-0027,Amanda Davis,amanda.davis@email.com,PROD-4267,LEGO Set,Toys,LEGO,85.53,5,427.65,5.0,2024-09-18,7719 Elm St,Houston,TX,Germany,Bank Transfer,Pending,56
ORD-1337,CUST-0057,Emily Davis,emily.davis@email.com,PROD-6234,Action Figure,Toys,Playmobil,50.63,2,101.26,25.0,2025-01-19,6891 Park Rd,Austin,TX,UK,PayPal,Cancelled,71
ORD-2078,CUST-0211,Angela Brown,angela.brown@email.com,PROD-4478,Dining Table,Home & Garden,West Elm,242.09,4,968.36,0.0,2024-11-28,4300 First St,Charlotte,NC,UK,Debit Card,Shipped,42
ORD-1048,CUST-0288,James Robinson,james.robinson@email.com,PROD-5952,Face Cream,Beauty,Chanel,100.19,1,100.19,,2023-06-30,3946 Second Ave,San Jose,CA,Australia,PayPal,Cancelled,60
ORD-1319,CUST-0264,Ashley Wilson,ashley.wilson@email.com,PROD-3227,Python Programming,Books,Wiley,44.71,3,134.13,20.0,2023-07-03,6404 Park Rd,Chicago,IL,UK,Debit Card,Processing,61
ORD-1107,CUST-0292,Paul Davis,paul.davis@email.com,PROD-9006,Lipstick,Beauty,MAC,145.24,4,580.96,25.0,2024-05-17,8100 Oak Ave,Philadelphia,PA,Canada,Apple Pay,Completed,71
ORD-1827,CUST-0110,Jane Martinez,jane.martinez@email.com,PROD-1220,Kitchen Knife Set,Home & Garden,Dyson,338.66,4,1354.64,25.0,2024-03-26,4721 Oak Ave,Indianapolis,IN,USA,Credit Card,Completed,68
ORD-1056,CUST-0143,Anthony Davis,anthony.davis@email.com,PROD-1431,Toy Car,Toys,Playmobil,64.81,3,194.43,,2024-02-26,3072 Oak Ave,San Jose,CA,UK,Apple Pay,Cancelled,
ORD-1542,CUST-0266,Andrew Taylor,andrew.taylor@email.com,PROD-6220,Puzzle,Toys,Mattel,78.16,2,156.32,,2023-12-24,5250 Main St,Columbus,OH,Germany,Bank Transfer,Pending,36
ORD-1214,CUST-0151,James Brown,james.brown@email.com,PROD-8255,Business Strategy,Books,No Starch Press,77.62,5,388.1,5.0,2024-05-04,548 First St,Charlotte,NC,Australia,Credit Card,Pending,
ORD-1121,CUST-0232,James Williams,james.williams@email.com,PROD-2792,LEGO Set,Toys,LEGO,70.94,2,141.88,25.0,2024-01-27,5522 Second Ave,Indianapolis,IN,Canada,Debit Card,Cancelled,43
ORD-1584,CUST-0114,Ashley Smith,ashley.smith@email.com,PROD-8548,T-Shirt,Clothing,Levi's,123.76,5,618.8,15.0,2024-09-21,5337 Park Rd,Seattle,WA,USA,Debit Card,Shipped,65
ORD-1439,CUST-0137,Jane Robinson,jane.robinson@email.com,PROD-8501,Data Science Handbook,Books,No Starch Press,22.82,3,68.46,20.0,2024-03-11,3848 Park Rd,Dallas,TX,Australia,Credit Card,Pending,38
ORD-1562,CUST-0242,James Martinez,james.martinez@email.com,PROD-7317,Samsung Galaxy S23,Electronics,Logitech,1427.18,3,4281.54,20.0,2024-04-11,3604 Oak Ave,Indianapolis,IN,USA,Bank Transfer,Shipped,53
ORD-1073,CUST-0298,Angela Harris,angela.harris@email.com,PROD-3869,MacBook Pro,Electronics,Logitech,1669.25,4,6677.0,15.0,2025-02-27,,Philadelphia,PA,Canada,Debit Card,Completed,20
ORD-1715,CUST-0073,Anna Wilson,anna.wilson@email.com,PROD-9529,Jeans,Clothing,H&M,27.35,1,27.35,20.0,2025-03-23,7034 Oak Ave,Philadelphia,PA,UK,PayPal,Completed,30
ORD-1772,CUST-0221,Robert Brown,robert.brown@email.com,PROD-1669,Board Game,Toys,LEGO,83.98,3,251.94,25.0,2024-06-25,6222 Park Rd,Philadelphia,PA,UK,Credit Card,Shipped,32
ORD-1523,CUST-0017,James Wilson,james.wilson@email.com,PROD-6401,Python Programming,Books,Pearson,74.69,1,74.69,0.0,2024-12-20,6919 Second Ave,Los Angeles,CA,UK,Apple Pay,Completed,48
ORD-2084,CUST-0008,Michelle Miller,michelle.miller@email.com,PROD-9339,Basketball,Sports,Adidas,255.01,1,255.01,20.0,2024-11-22,2621 First St,Philadelphia,PA,Australia,Bank Transfer,Shipped,32
ORD-1925,CUST-0055,Steven Martin,steven.martin@email.com,PROD-3528,Sneakers,Clothing,Levi's,147.71,2,295.42,10.0,2024-07-10,5630 Oak Ave,Los Angeles,CA,Australia,Bank Transfer,Completed,33
ORD-1960,CUST-0205,Angela Martinez,angela.martinez@email.com,PROD-4567,Sony Headphones,Electronics,Sony,627.58,2,1255.16,,2023-10-14,3267 Oak Ave,Columbus,OH,Canada,Credit Card,Pending,20
ORD-1573,CUST-0206,Anthony Smith,anthony.smith@email.com,PROD-9587,Sneakers,Clothing,Levi's,51.72,5,258.6,5.0,2025-04-01,5167 Oak Ave,Austin,TX,USA,Bank Transfer,Cancelled,47
ORD-1583,CUST-0224,William White,william.white@email.com,PROD-7532,Sneakers,Clothing,Levi's,183.3,3,549.9,15.0,2023-12-21,4601 Park Rd,New York,NY,Australia,Debit Card,Processing,58
ORD-1459,CUST-0279,Jessica Brown,jessica.brown@email.com,PROD-4676,Puzzle,Toys,,12.16,4,48.64,10.0,2025-03-24,6403 Elm St,San Jose,CA,Canada,Credit Card,Cancelled,25
ORD-2137,CUST-0228,David Miller,david.miller@email.com,PROD-3306,iPhone 14,Electronics,Asus,863.5,4,3454.0,0.0,2023-09-01,5320 Elm St,Columbus,OH,UK,Debit Card,Processing,35
ORD-1326,CUST-0126,Ashley Davis,ashley.davis@email.com,PROD-2876,Running Shoes,Sports,Nike,114.53,1,114.53,0.0,2024-09-05,7000 Park Rd,Columbus,OH,Germany,Credit Card,Cancelled,38
ORD-2003,CUST-0144,Michael Smith,michael.smith@email.com,PROD-5459,Perfume,Beauty,Neutrogena,22.16,2,44.32,10.0,2024-01-23,,Seattle,WA,USA,Debit Card,Processing,58
ORD-1980,CUST-0275,Mark Moore,mark.moore@email.com,PROD-6264,Dumbbell Set,Sports,Under Armour,175.16,2,350.32,25.0,2024-03-30,5222 Main St,Philadelphia,PA,UK,Debit Card,Completed,38
ORD-1317,CUST-0155,Lisa Smith,lisa.smith@email.com,PROD-4278,LEGO Set,Toys,Playmobil,26.63,3,79.89,,2023-10-19,2730 Second Ave,Dallas,TX,Germany,Apple Pay,Shipped,22
ORD-2067,CUST-0261,William Gonzalez,william.gonzalez@email.com,PROD-4551,Sunscreen,Beauty,Nivea,130.44,3,391.32,0.0,2025-01-11,2928 Oak Ave,Fort Worth,TX,Canada,Bank Transfer,Completed,52
ORD-1858,CUST-0215,James Thompson,james.thompson@email.com,PROD-6686,Dell Laptop,Electronics,HP,496.36,1,496.36,,2025-04-13,2040 Oak Ave,Columbus,OH,Canada,PayPal,Pending,66
ORD-1702,CUST-0222,Jane Ramirez,jane.ramirez@email.com,PROD-7123,Coffee Maker,Home & Garden,Cuisinart,210.62,5,1053.1,5.0,2023-09-30,8448 First St,San Francisco,CA,Germany,PayPal,Shipped,36
ORD-1709,CUST-0058,James Martin,james.martin@email.com,PROD-5371,Web Development,Books,Pearson,74.95,3,224.85,5.0,2023-06-15,3702 Oak Ave,Seattle,WA,Germany,Debit Card,Shipped,19
ORD-2043,CUST-0190,Steven Rodriguez,steven.rodriguez@email.com,PROD-2060,Kitchen Knife Set,Home & Garden,,234.73,1,234.73,0.0,2024-10-16,4418 Elm St,Charlotte,NC,USA,Debit Card,Processing,66
ORD-1537,CUST-0138,Robert Clark,robert.clark@email.com,PROD-6931,Sneakers,Clothing,Adidas,57.71,3,173.13,0.0,2025-05-01,6816 Park Rd,San Diego,CA,Australia,Credit Card,Pending,22
ORD-1567,CUST-0102,Donald Taylor,donald.taylor@email.com,PROD-6746,Face Cream,Beauty,MAC,24.72,4,98.88,25.0,2023-08-19,1583 Oak Ave,Charlotte,NC,USA,Credit Card,Shipped,58
ORD-1061,CUST-0174,Ashley Hernandez,ashley.hernandez@email.com,PROD-9356,Sony Headphones,Electronics,HP,428.11,3,1284.33,25.0,2023-10-21,3332 Oak Ave,San Diego,CA,USA,Apple Pay,Shipped,59
ORD-1747,CUST-0003,Sarah Lewis,sarah.lewis@email.com,PROD-5331,Bed Sheets,Home & Garden,KitchenAid,100.43,5,502.15,5.0,2023-08-14,9422 Elm St,Austin,TX,Canada,Credit Card,Completed,64
ORD-1093,CUST-0165,Jessica Lee,jessica.lee@email.com,PROD-1612,LEGO Set,Toys,Playmobil,92.19,2,184.38,5.0,2023-06-29,4842 Main St,Fort Worth,TX,Australia,Credit Card,Pending,24
